refdate,bdi_code,symbol,specification_code,isin,strike_price,close,best_bid,best_ask,open,maturity_date,volume,traded_contracts,trade_quantity,distribution_id
2026-07-24,82,BRAVT133,ON      NM,BRBRAVACNOR3,13.38,0.08,0.07,0.22,0.08,2026-08-21,150.0,2000,13,105
2026-07-24,82,BRAVT138,ON      NM,BRBRAVACNOR3,13.88,0.06,0.06,0.0,0.06,2026-08-21,6.0,100,1,105
2026-07-24,82,BRAVT145,ON      NM,BRBRAVACNOR3,14.38,0.12,0.05,0.15,0.11,2026-08-21,59.0,500,5,104
2026-07-24,82,BRAVT148,ON      NM,BRBRAVACNOR3,14.88,0.1,0.03,0.0,0.13,2026-08-21,282.0,2100,21,105
2026-07-24,82,BRAVT160,ON      NM,BRBRAVACNOR3,15.88,0.17,0.08,0.19,0.18,2026-08-21,3958.0,21200,14,103
2026-07-24,82,BRAVT160W2,ON      NM,BRBRAVACNOR3,16.0,0.1,0.0,0.11,0.08,2026-08-14,38.0,400,4,105
2026-07-24,82,BRAVT165,ON      NM,BRBRAVACNOR3,16.38,0.21,0.08,0.25,0.21,2026-08-21,11192.0,51600,17,103
2026-07-24,82,BRAVT170,ON      NM,BRBRAVACNOR3,16.88,0.26,0.15,0.33,0.26,2026-08-21,4389.0,15200,28,100
2026-07-24,82,BRAVT171W1,ON      NM,BRBRAVACNOR3,17.13,0.31,0.0,0.34,0.31,2026-08-07,310.0,1000,1,105
2026-07-24,82,BRAVT175,ON      NM,BRBRAVACNOR3,17.38,0.4,0.29,0.45,0.35,2026-08-21,26731.0,68600,77,103
2026-07-24,82,BRAVT180,ON      NM,BRBRAVACNOR3,17.88,0.46,0.4,0.59,0.42,2026-08-21,703460.0,1439800,8061,100
2026-07-24,82,BRAVT181,ON      NM,BRBRAVACNOR3,18.13,0.55,0.3,1.0,0.51,2026-08-21,117229.0,215700,1513,105
2026-07-24,82,BRAVT183,ON      NM,BRBRAVACNOR3,18.38,0.6,0.48,1.0,0.6,2026-08-21,458624.0,693000,5330,105
2026-07-24,82,BRAVT187,ON      NM,BRBRAVACNOR3,18.63,0.61,0.5,0.91,0.59,2026-08-21,775241.0,1121900,5990,103
2026-07-24,82,BRAVT190,ON      NM,BRBRAVACNOR3,18.88,0.75,0.7,0.77,0.68,2026-08-21,189223.0,240900,1058,100
2026-07-24,82,BRAVT190W2,ON      NM,BRBRAVACNOR3,19.0,0.5,0.25,0.0,0.65,2026-08-14,565.0,1100,2,105
2026-07-24,82,BRAVT193,ON      NM,BRBRAVACNOR3,19.38,0.89,0.6,0.97,0.96,2026-08-21,33295.0,34000,132,105
2026-07-24,82,BRAVT200,ON      NM,BRBRAVACNOR3,19.88,1.12,1.16,1.44,1.08,2026-08-21,274011.0,224100,548,100
2026-07-24,82,BRAVT201W1,ON      NM,BRBRAVACNOR3,20.13,0.9,0.0,0.0,0.9,2026-08-07,90.0,100,1,105
2026-07-24,82,BRAVT202W2,ON      NM,BRBRAVACNOR3,20.25,0.95,0.0,0.0,0.95,2026-08-14,95.0,100,1,105
2026-07-24,82,BRAVT203,ON      NM,BRBRAVACNOR3,20.38,1.43,0.9,1.49,1.61,2026-08-21,121525.0,81800,353,105
2026-07-24,82,BRAVT206,ON      NM,BRBRAVACNOR3,20.63,1.73,0.0,0.0,1.67,2026-08-21,336260.0,205700,952,105
2026-07-24,82,BRAVT210,ON      NM,BRBRAVACNOR3,20.88,1.72,1.5,2.3,1.74,2026-08-21,41278.0,22600,147,100
2026-07-24,82,BRAVT211,ON      NM,BRBRAVACNOR3,21.13,2.06,1.0,0.0,1.78,2026-08-21,48297.0,23900,154,105
2026-07-24,82,BRAVT213,ON      NM,BRBRAVACNOR3,21.38,2.14,0.0,0.0,2.16,2026-08-21,184291.0,84300,625,105
2026-07-24,82,BRAVT220,ON      NM,BRBRAVACNOR3,21.88,2.35,2.21,0.0,2.47,2026-08-21,42494.0,16600,166,100
2026-07-24,82,BRAVT230,ON      NM,BRBRAVACNOR3,22.88,3.26,3.02,3.6,3.34,2026-08-21,255288.0,74500,608,100
2026-07-24,82,BRAVT243,ON      NM,BRBRAVACNOR3,24.38,4.7,0.0,0.0,4.6,2026-08-21,100524.0,21400,43,105
2026-07-24,82,BRAVT310,ON      NM,BRBRAVACNOR3,30.88,11.0,9.2,11.18,11.0,2026-08-21,3300.0,300,1,101
2026-07-24,82,BRAVT372,ON      NM,BRBRAVACNOR3,37.13,17.18,16.8,17.36,17.1,2026-08-21,85850.0,5000,15,103
2026-07-24,82,BRAVU142,ON      NM,BRBRAVACNOR3,14.13,0.1,0.04,0.0,0.1,2026-09-18,450.0,4500,2,104
2026-07-24,82,BRAVU160,ON      NM,BRBRAVACNOR3,15.88,0.21,0.0,0.0,0.21,2026-09-18,42.0,200,1,104
2026-07-24,82,BRAVU162,ON      NM,BRBRAVACNOR3,16.13,0.23,0.0,0.0,0.23,2026-09-18,46.0,200,1,104
2026-07-24,82,BRAVU165,ON      NM,BRBRAVACNOR3,16.38,0.27,0.0,0.9,0.27,2026-09-18,1350.0,5000,1,104
2026-07-24,82,BRAVU170,ON      NM,BRBRAVACNOR3,16.88,0.39,0.0,0.0,0.38,2026-09-18,2446.0,6400,2,104
2026-07-24,82,BRAVU180,ON      NM,BRBRAVACNOR3,17.88,0.62,0.1,0.95,0.64,2026-09-18,7737.0,12100,26,104
2026-07-24,82,BRAVU185,ON      NM,BRBRAVACNOR3,18.38,0.71,0.18,0.71,0.76,2026-09-18,4793.0,6500,11,103
2026-07-24,82,BRAVU187,ON      NM,BRBRAVACNOR3,18.63,0.83,0.29,0.0,0.81,2026-09-18,1220.0,1500,15,104
2026-07-24,82,BRAVU190,ON      NM,BRBRAVACNOR3,18.88,0.89,0.69,0.89,1.17,2026-09-18,563.0,600,4,104
2026-07-24,82,BRAVU192,ON      NM,BRBRAVACNOR3,19.13,1.0,0.75,1.04,1.15,2026-09-18,8285.0,8000,14,104
2026-07-24,82,BRAVU195,ON      NM,BRBRAVACNOR3,19.38,1.1,0.85,0.0,1.18,2026-09-18,2871.0,2500,9,104
2026-07-24,82,BRAVU200,ON      NM,BRBRAVACNOR3,19.88,1.37,1.1,1.49,1.36,2026-09-18,2730.0,2000,2,104
2026-07-24,82,BRAVU202,ON      NM,BRBRAVACNOR3,20.13,1.58,0.95,0.0,1.35,2026-09-18,26471.0,18500,22,103
2026-07-24,82,BRAVU209,ON      NM,BRBRAVACNOR3,20.88,2.0,1.35,2.02,1.85,2026-09-18,28500.0,15000,2,103
2026-07-24,82,BRAVU21,ON      NM,BRBRAVACNOR3,21.13,2.07,0.0,0.0,2.13,2026-09-18,837.0,400,4,104
2026-07-24,82,BRAVU215,ON      NM,BRBRAVACNOR3,21.38,2.19,0.0,0.0,2.17,2026-09-18,3502.0,1600,4,104
2026-07-24,82,BRAVV23,ON      NM,BRBRAVACNOR3,22.88,3.51,0.51,0.0,3.51,2026-10-16,5265.0,1500,1,100
2026-07-24,82,BRAVX198,ON      NM,BRBRAVACNOR3,19.88,2.02,0.0,2.15,2.02,2026-12-18,10100.0,5000,1,105
2026-07-24,82,BRAVX200,ON      NM,BRBRAVACNOR3,19.88,2.25,2.25,2.85,2.25,2027-12-17,2025.0,900,1,103
2026-07-24,82,BRAVX220,ON      NM,BRBRAVACNOR3,21.88,3.24,2.91,0.0,3.24,2027-12-17,3240.0,1000,1,103
2026-07-27,78,BRAVA236,ON      NM,BRBRAVACNOR3,23.63,1.15,0.0,0.0,1.1,2027-01-15,225.0,200,2,105
2026-07-27,78,BRAVA261,ON      NM,BRBRAVACNOR3,26.13,0.6,0.0,0.0,0.6,2027-01-15,60.0,100,1,105
2026-07-27,78,BRAVB229,ON      NM,BRBRAVACNOR3,22.88,1.99,0.44,4.3,1.99,2027-02-19,597.0,300,1,100
2026-07-27,78,BRAVB24,ON      NM,BRBRAVACNOR3,24.38,1.16,0.15,0.0,1.13,2027-02-19,229.0,200,2,100
2026-07-27,78,BRAVC19,ON      NM,BRBRAVACNOR3,18.88,5.81,0.0,0.0,5.81,2028-03-17,11620.0,2000,1,104
2026-07-27,78,BRAVG176,ON      NM,BRBRAVACNOR3,17.48,5.21,5.3,6.2,5.8,2027-07-16,80967.0,15100,12,102
2026-07-27,78,BRAVG186W5,ON      NM,BRBRAVACNOR3,18.63,2.39,2.34,2.5,1.94,2026-07-31,21977.0,9700,15,105
2026-07-27,78,BRAVG203W5,ON      NM,BRBRAVACNOR3,20.38,0.56,0.0,1.07,0.56,2026-07-31,56.0,100,1,105
2026-07-27,78,BRAVG206W5,ON      NM,BRBRAVACNOR3,20.63,0.41,0.0,0.0,0.46,2026-07-31,870.0,2000,2,105
2026-07-27,78,BRAVG208W5,ON      NM,BRBRAVACNOR3,20.88,0.5,0.0,0.0,0.46,2026-07-31,238.0,500,4,105
2026-07-27,78,BRAVG211W5,ON      NM,BRBRAVACNOR3,21.13,0.29,0.0,0.48,0.25,2026-07-31,18635.0,44600,9,105
2026-07-27,78,BRAVG213W5,ON      NM,BRBRAVACNOR3,21.38,0.26,0.0,0.0,0.18,2026-07-31,1300.0,6500,8,105
2026-07-27,78,BRAVG216W5,ON      NM,BRBRAVACNOR3,21.63,0.15,0.0,0.0,0.1,2026-07-31,155.0,1200,2,105
2026-07-27,78,BRAVG218W5,ON      NM,BRBRAVACNOR3,21.88,0.14,0.13,0.0,0.08,2026-07-31,716.0,5000,12,105
2026-07-27,78,BRAVG223W5,ON      NM,BRBRAVACNOR3,22.38,0.08,0.06,0.12,0.02,2026-07-31,431.0,6500,12,105
2026-07-27,78,BRAVG261,ON      NM,BRBRAVACNOR3,25.98,1.6,0.0,0.0,1.55,2027-07-16,315.0,200,2,102
2026-07-27,78,BRAVH115,ON      NM,BRBRAVACNOR3,11.38,9.91,0.0,0.0,9.89,2026-08-21,19800.0,2000,2,103
2026-07-27,78,BRAVH120,ON      NM,BRBRAVACNOR3,11.88,9.1,0.0,0.0,8.79,2026-08-21,1226940.0,133900,236,103
2026-07-27,78,BRAVH133,ON      NM,BRBRAVACNOR3,13.38,7.78,0.0,0.0,7.77,2026-08-21,140503.0,17900,9,105
2026-07-27,78,BRAVH145,ON      NM,BRBRAVACNOR3,14.38,6.85,0.0,0.0,6.82,2026-08-21,38470.0,5600,8,104
2026-07-27,78,BRAVH148,ON      NM,BRBRAVACNOR3,14.88,6.27,0.0,0.0,6.1,2026-08-21,1847.0,300,2,105
2026-07-27,78,BRAVH153,ON      NM,BRBRAVACNOR3,15.38,5.78,0.0,0.0,5.78,2026-08-21,578.0,100,1,105
2026-07-27,78,BRAVH160,ON      NM,BRBRAVACNOR3,15.88,5.07,0.0,0.0,5.07,2026-08-21,1014.0,200,1,103
2026-07-27,78,BRAVH165,ON      NM,BRBRAVACNOR3,16.38,4.82,0.0,0.0,4.76,2026-08-21,62150.0,12900,16,103
2026-07-27,78,BRAVH168W1,ON      NM,BRBRAVACNOR3,16.88,4.34,4.59,0.0,3.75,2026-08-07,325650.0,83200,17,105
2026-07-27,78,BRAVH170,ON      NM,BRBRAVACNOR3,16.88,5.0,0.0,5.02,4.09,2026-08-21,11608.0,2700,6,100
2026-07-27,78,BRAVH171W1,ON      NM,BRBRAVACNOR3,17.13,2.99,2.95,2.99,3.99,2026-08-07,19494661.0,6173400,1124,105
2026-07-27,78,BRAVH173W1,ON      NM,BRBRAVACNOR3,17.38,3.51,3.01,3.6,3.5,2026-08-07,19500480.0,5460100,1734,105
2026-07-27,78,BRAVH175,ON      NM,BRBRAVACNOR3,17.38,3.9,0.0,0.0,3.81,2026-08-21,63343.0,16200,58,103
2026-07-27,78,BRAVH176W1,ON      NM,BRBRAVACNOR3,17.63,2.89,2.82,2.99,2.64,2026-08-07,3404162.0,1200200,175,105
2026-07-27,78,BRAVH177W2,ON      NM,BRBRAVACNOR3,17.75,2.8,0.0,0.0,2.69,2026-08-14,549.0,200,2,105
2026-07-27,78,BRAVH178W1,ON      NM,BRBRAVACNOR3,17.88,3.24,0.0,0.0,2.73,2026-08-07,2887684.0,888500,82,105
2026-07-27,78,BRAVH180,ON      NM,BRBRAVACNOR3,17.88,3.13,2.09,3.13,2.8,2026-08-21,817245.0,286600,1778,100
2026-07-27,78,BRAVH180W2,ON      NM,BRBRAVACNOR3,18.0,2.87,0.0,0.0,2.78,2026-08-14,565.0,200,2,105
2026-07-27,78,BRAVH181,ON      NM,BRBRAVACNOR3,18.13,2.78,1.0,2.8,2.21,2026-08-21,371296.0,159300,237,105
2026-07-27,78,BRAVH181W1,ON      NM,BRBRAVACNOR3,18.13,2.58,0.0,0.0,2.2,2026-08-07,1197214.0,491500,107,105
2026-07-27,78,BRAVH183,ON      NM,BRBRAVACNOR3,18.38,2.61,0.0,4.5,2.26,2026-08-21,66742.0,27500,130,105
2026-07-27,78,BRAVH183W1,ON      NM,BRBRAVACNOR3,18.38,2.75,0.0,0.0,2.65,2026-08-07,56543.0,20700,5,105
2026-07-27,78,BRAVH186W1,ON      NM,BRBRAVACNOR3,18.63,2.2,1.92,2.15,1.72,2026-08-07,114907.0,57300,30,105
2026-07-27,78,BRAVH187,ON      NM,BRBRAVACNOR3,18.63,2.29,2.21,2.29,1.75,2026-08-21,637435.0,329000,1508,103
2026-07-27,78,BRAVH188W1,ON      NM,BRBRAVACNOR3,18.88,2.26,0.0,0.0,2.47,2026-08-07,955.0,400,4,105
2026-07-27,78,BRAVH190,ON      NM,BRBRAVACNOR3,18.88,2.07,2.12,2.15,1.69,2026-08-21,467570.0,235100,1443,100
2026-07-27,78,BRAVH191W1,ON      NM,BRBRAVACNOR3,19.13,1.93,0.0,0.0,1.66,2026-08-07,52832.0,31700,10,105
2026-07-27,78,BRAVH193,ON      NM,BRBRAVACNOR3,19.38,1.8,1.3,1.78,1.34,2026-08-21,192254.0,122500,205,105
2026-07-27,78,BRAVH193W1,ON      NM,BRBRAVACNOR3,19.38,1.87,0.0,0.0,1.99,2026-08-07,386.0,200,2,105
2026-07-27,78,BRAVH196W1,ON      NM,BRBRAVACNOR3,19.63,1.26,0.0,0.0,1.33,2026-08-07,1034.0,800,8,105
2026-07-27,78,BRAVH198W1,ON      NM,BRBRAVACNOR3,19.88,1.56,1.43,0.0,1.32,2026-08-07,3181.0,2200,12,105
2026-07-27,78,BRAVH200,ON      NM,BRBRAVACNOR3,19.88,1.47,1.08,1.51,1.15,2026-08-21,321435.0,229200,344,100
2026-07-27,78,BRAVH201W1,ON      NM,BRBRAVACNOR3,20.13,0.99,0.0,0.0,1.02,2026-08-07,978.0,1000,10,105
2026-07-27,78,BRAVH202W2,ON      NM,BRBRAVACNOR3,20.25,1.0,0.0,0.0,1.0,2026-08-14,100.0,100,1,105
2026-07-27,78,BRAVH203,ON      NM,BRBRAVACNOR3,20.38,1.15,0.83,1.15,0.75,2026-08-21,123105.0,118100,355,105
2026-07-27,78,BRAVH203W1,ON      NM,BRBRAVACNOR3,20.38,1.02,0.0,0.0,1.07,2026-08-07,640.0,600,6,105
2026-07-27,78,BRAVH206,ON      NM,BRBRAVACNOR3,20.63,0.88,0.84,1.1,0.78,2026-08-21,1990415.0,2104000,237,105
2026-07-27,78,BRAVH206W1,ON      NM,BRBRAVACNOR3,20.63,0.71,0.0,0.0,0.78,2026-08-07,440.0,600,6,105
2026-07-27,78,BRAVH208W1,ON      NM,BRBRAVACNOR3,20.88,0.55,0.0,0.0,0.72,2026-08-07,256.0,400,4,105
2026-07-27,78,BRAVH210,ON      NM,BRBRAVACNOR3,20.88,0.97,0.63,0.95,0.68,2026-08-21,22742.0,28700,51,100
2026-07-27,78,BRAVH211,ON      NM,BRBRAVACNOR3,21.13,0.74,0.14,0.84,0.7,2026-08-21,25918.0,36800,84,105
2026-07-27,78,BRAVH213,ON      NM,BRBRAVACNOR3,21.38,0.67,0.45,0.78,0.49,2026-08-21,45663.0,78400,90,105
2026-07-27,78,BRAVH216,ON      NM,BRBRAVACNOR3,21.63,0.47,0.47,0.6,0.35,2026-08-21,85740.0,185000,78,105
2026-07-27,78,BRAVH218W1,ON      NM,BRBRAVACNOR3,21.88,0.28,0.0,0.0,0.36,2026-08-07,203.0,700,5,105
2026-07-27,78,BRAVH220,ON      NM,BRBRAVACNOR3,21.88,0.52,0.31,0.55,0.35,2026-08-21,42500.0,111100,177,100
2026-07-27,78,BRAVH223,ON      NM,BRBRAVACNOR3,22.38,0.38,0.33,0.38,0.24,2026-08-21,39598.0,121200,83,105
2026-07-27,78,BRAVH223W1,ON      NM,BRBRAVACNOR3,22.38,0.31,0.0,0.31,0.25,2026-08-07,293.0,1000,10,105
2026-07-27,78,BRAVH226,ON      NM,BRBRAVACNOR3,22.63,0.32,0.21,0.27,0.2,2026-08-21,12406.0,51600,40,105
2026-07-27,78,BRAVH230,ON      NM,BRBRAVACNOR3,22.88,0.27,0.0,0.25,0.19,2026-08-21,17587.0,87100,126,100
2026-07-27,78,BRAVH231,ON      NM,BRBRAVACNOR3,23.13,0.27,0.1,0.27,0.11,2026-08-21,46611.0,276200,196,105
2026-07-27,78,BRAVH233,ON      NM,BRBRAVACNOR3,23.38,0.16,0.0,0.23,0.1,2026-08-21,2154.0,12100,10,105
2026-07-27,78,BRAVH236,ON      NM,BRBRAVACNOR3,23.63,0.11,0.06,0.15,0.1,2026-08-21,293.0,2700,9,105
2026-07-27,78,BRAVH238,ON      NM,BRBRAVACNOR3,23.88,0.12,0.0,0.15,0.07,2026-08-21,135.0,1600,8,105
2026-07-27,78,BRAVH241,ON      NM,BRBRAVACNOR3,24.13,0.1,0.06,0.12,0.05,2026-08-21,909.0,12800,6,105
2026-07-27,78,BRAVH243,ON      NM,BRBRAVACNOR3,24.38,0.09,0.0,0.09,0.1,2026-08-21,2042.0,26200,12,105
2026-07-27,78,BRAVH248,ON      NM,BRBRAVACNOR3,24.88,0.05,0.0,0.07,0.06,2026-08-21,11.0,200,2,105
2026-07-27,78,BRAVH253,ON      NM,BRBRAVACNOR3,25.38,0.04,0.04,0.08,0.03,2026-08-21,201.0,3100,17,105
2026-07-27,78,BRAVH263,ON      NM,BRBRAVACNOR3,26.38,0.02,0.01,0.0,0.02,2026-08-21,6.0,300,2,105
2026-07-27,78,BRAVI110,ON      NM,BRBRAVACNOR3,10.88,10.37,0.0,0.0,10.36,2026-09-18,3110.0,300,3,104
2026-07-27,78,BRAVI172,ON      NM,BRBRAVACNOR3,17.13,3.42,0.0,0.0,3.46,2026-09-18,1133.0,300,3,104
2026-07-27,78,BRAVI180,ON      NM,BRBRAVACNOR3,17.88,3.44,0.0,0.0,2.74,2026-09-18,16075.0,4700,19,104
2026-07-27,78,BRAVI182,ON      NM,BRBRAVACNOR3,18.13,2.94,0.0,0.0,2.9,2026-09-18,3235.0,1100,11,104
2026-07-27,78,BRAVI185,ON      NM,BRBRAVACNOR3,18.38,2.76,0.0,0.0,2.64,2026-09-18,499701.0,184600,1392,103
2026-07-27,78,BRAVI187,ON      NM,BRBRAVACNOR3,18.63,2.45,2.32,2.45,2.05,2026-09-18,78428.0,33600,245,104
2026-07-27,78,BRAVI190,ON      NM,BRBRAVACNOR3,18.88,2.3,0.0,0.0,2.29,2026-09-18,13596.0,5900,28,104
2026-07-27,78,BRAVI192,ON      NM,BRBRAVACNOR3,19.13,1.96,0.0,0.0,2.0,2026-09-18,199965.0,101500,766,104
2026-07-27,78,BRAVI197,ON      NM,BRBRAVACNOR3,19.63,1.82,0.0,0.0,1.57,2026-09-18,17437.0,10300,16,104
2026-07-27,78,BRAVI200,ON      NM,BRBRAVACNOR3,19.88,1.7,1.37,0.0,1.41,2026-09-18,115343.0,72500,180,104
2026-07-27,78,BRAVI202,ON      NM,BRBRAVACNOR3,20.13,1.51,0.0,1.7,1.15,2026-09-18,34648.0,23700,51,103
2026-07-27,78,BRAVI205,ON      NM,BRBRAVACNOR3,20.38,1.46,1.35,0.0,1.14,2026-09-18,27627.0,20400,57,104
2026-07-27,78,BRAVI207,ON      NM,BRBRAVACNOR3,20.63,1.26,0.0,1.28,1.0,2026-09-18,28350.0,26500,61,104
2026-07-27,78,BRAVI209,ON      NM,BRBRAVACNOR3,20.88,1.2,1.1,1.82,0.85,2026-09-18,42371.0,42000,149,103
2026-07-27,78,BRAVI21,ON      NM,BRBRAVACNOR3,21.13,1.03,0.82,0.0,0.76,2026-09-18,60351.0,69200,63,104
2026-07-27,78,BRAVI215,ON      NM,BRBRAVACNOR3,21.38,1.06,0.0,0.0,0.85,2026-09-18,4243.0,4800,11,104
2026-07-27,78,BRAVI217,ON      NM,BRBRAVACNOR3,21.63,0.79,0.4,0.0,0.77,2026-09-18,5752.0,7300,13,104
2026-07-27,78,BRAVI22,ON      NM,BRBRAVACNOR3,22.13,0.64,0.6,0.9,0.6,2026-09-18,12441.0,20300,28,104
2026-07-27,78,BRAVI220,ON      NM,BRBRAVACNOR3,21.88,0.79,0.39,1.0,0.73,2026-09-18,11279.0,16800,72,104
2026-07-27,78,BRAVI225,ON      NM,BRBRAVACNOR3,22.38,0.64,0.54,0.8,0.43,2026-09-18,15834.0,28400,27,104
2026-07-27,78,BRAVI227,ON      NM,BRBRAVACNOR3,22.63,0.53,0.0,0.0,0.39,2026-09-18,10536.0,27300,19,104
2026-07-27,78,BRAVI23,ON      NM,BRBRAVACNOR3,22.88,0.49,0.0,0.0,0.49,2026-09-18,13426.0,27400,5,100
2026-07-27,78,BRAVI231,ON      NM,BRBRAVACNOR3,23.13,0.42,0.0,0.46,0.28,2026-09-18,1489.0,4900,8,104
2026-07-27,78,BRAVI235,ON      NM,BRBRAVACNOR3,23.38,0.28,0.0,0.0,0.28,2026-09-18,28.0,100,1,104
2026-07-27,78,BRAVI237,ON      NM,BRBRAVACNOR3,23.63,0.29,0.0,1.27,0.22,2026-09-18,641.0,2200,3,104
2026-07-27,78,BRAVI24,ON      NM,BRBRAVACNOR3,24.13,0.28,0.25,0.31,0.2,2026-09-18,4517.0,22600,32,104
2026-07-27,78,BRAVI240,ON      NM,BRBRAVACNOR3,23.88,0.2,0.05,0.0,0.2,2026-09-18,4000.0,20000,4,104
2026-07-27,78,BRAVI250,ON      NM,BRBRAVACNOR3,24.88,0.17,0.0,0.0,0.09,2026-09-18,1342.0,9200,14,104
2026-07-27,78,BRAVI252,ON      NM,BRBRAVACNOR3,25.13,2.2,0.0,0.0,2.1,2027-09-17,430.0,200,2,103
2026-07-27,78,BRAVI255,ON      NM,BRBRAVACNOR3,25.38,0.1,0.1,0.0,0.08,2026-09-18,1027.0,12800,4,104
2026-07-27,78,BRAVI257,ON      NM,BRBRAVACNOR3,25.63,0.07,0.0,1.18,0.07,2026-09-18,7.0,100,1,103
2026-07-27,78,BRAVI260,ON      NM,BRBRAVACNOR3,25.88,0.1,0.0,0.0,0.1,2026-09-18,10.0,100,1,104
2026-07-27,78,BRAVJ17,ON      NM,BRBRAVACNOR3,16.88,4.3,0.0,4.3,4.04,2026-10-16,83400.0,20000,2,100
2026-07-27,78,BRAVJ182,ON      NM,BRBRAVACNOR3,18.13,2.41,0.0,0.0,2.73,2026-10-16,514.0,200,2,103
2026-07-27,78,BRAVJ19,ON      NM,BRBRAVACNOR3,18.88,2.35,0.0,0.0,2.35,2026-10-16,23500.0,10000,1,100
2026-07-27,78,BRAVJ203,ON      NM,BRBRAVACNOR3,20.38,1.55,0.0,0.0,1.55,2026-10-16,155.0,100,1,105
2026-07-27,78,BRAVJ21,ON      NM,BRBRAVACNOR3,20.88,1.45,1.02,0.0,1.45,2026-10-16,145.0,100,1,100
2026-07-27,78,BRAVK201,ON      NM,BRBRAVACNOR3,20.13,2.03,0.0,0.0,2.03,2026-11-19,3248.0,1600,1,105
2026-07-27,78,BRAVK23,ON      NM,BRBRAVACNOR3,22.88,1.03,0.0,0.0,1.03,2026-11-19,103.0,100,1,100
2026-07-27,78,BRAVL202,ON      NM,BRBRAVACNOR3,20.13,2.26,0.0,3.0,2.25,2026-12-18,27040.0,12000,2,104
2026-07-27,78,BRAVL22,ON      NM,BRBRAVACNOR3,21.88,1.51,0.8,2.0,1.52,2026-12-18,303.0,200,2,104
2026-07-27,78,BRAVL240,ON      NM,BRBRAVACNOR3,23.88,1.0,0.0,1.2,0.97,2026-12-18,1075.0,1100,3,104
2026-07-27,78,BRAVL250,ON      NM,BRBRAVACNOR3,24.88,2.9,0.53,2.9,2.68,2027-12-17,2763.0,1000,6,103
2026-07-27,82,BRAVN320,ON      NM,BRBRAVACNOR3,31.88,10.4,0.5,0.0,10.49,2027-02-19,16712.0,1600,8,101
2026-07-27,82,BRAVQ196,ON      NM,BRBRAVACNOR3,19.63,1.3,0.0,0.0,1.24,2027-05-21,514.0,400,2,105
2026-07-27,82,BRAVR190,ON      NM,BRBRAVACNOR3,19.0,1.4,0.0,0.0,1.3,2027-06-18,550.0,400,2,105
2026-07-27,82,BRAVS173W5,ON      NM,BRBRAVACNOR3,17.38,0.01,0.0,0.35,0.01,2026-07-31,1.0,100,1,105
2026-07-27,82,BRAVS176,ON      NM,BRBRAVACNOR3,17.48,1.05,1.05,0.0,1.05,2027-07-16,735.0,700,2,102
2026-07-27,82,BRAVS178W5,ON      NM,BRBRAVACNOR3,17.88,0.02,0.0,0.0,0.01,2026-07-31,140.0,7000,4,105
2026-07-27,82,BRAVS182,ON      NM,BRBRAVACNOR3,18.23,1.25,0.0,0.0,1.2,2027-07-16,495.0,400,2,105
2026-07-27,82,BRAVS198W5,ON      NM,BRBRAVACNOR3,19.88,0.08,0.0,0.0,0.08,2026-07-31,2496.0,31200,2,105
2026-07-27,82,BRAVS201W5,ON      NM,BRBRAVACNOR3,20.13,0.12,0.0,0.0,0.19,2026-07-31,79.0,600,2,105
2026-07-27,82,BRAVS203W5,ON      NM,BRBRAVACNOR3,20.38,0.18,0.04,0.46,0.25,2026-07-31,523.0,2700,4,105
2026-07-27,82,BRAVS206W5,ON      NM,BRBRAVACNOR3,20.63,0.27,0.0,0.0,0.67,2026-07-31,4789.0,10200,9,105
2026-07-27,82,BRAVS211W5,ON      NM,BRBRAVACNOR3,21.13,0.48,0.0,0.0,0.46,2026-07-31,2380.0,5000,2,105
2026-07-27,82,BRAVT120,ON      NM,BRBRAVACNOR3,11.88,0.01,0.0,0.02,0.03,2026-08-21,700.0,23300,159,103
2026-07-27,82,BRAVT138,ON      NM,BRBRAVACNOR3,13.88,0.04,0.0,0.0,0.04,2026-08-21,100.0,2500,4,105
2026-07-27,82,BRAVT145,ON      NM,BRBRAVACNOR3,14.38,0.06,0.03,0.15,0.06,2026-08-21,60.0,1000,1,104
2026-07-27,82,BRAVT148,ON      NM,BRBRAVACNOR3,14.88,0.07,0.03,0.0,0.11,2026-08-21,117.0,1100,2,105
2026-07-27,82,BRAVT151,ON      NM,BRBRAVACNOR3,15.13,0.08,0.0,0.0,0.08,2026-08-21,16.0,200,1,105
2026-07-27,82,BRAVT153,ON      NM,BRBRAVACNOR3,15.38,0.07,0.04,0.3,0.07,2026-08-21,588.0,8400,6,105
2026-07-27,82,BRAVT160,ON      NM,BRBRAVACNOR3,15.88,0.08,0.07,0.18,0.11,2026-08-21,15513.0,167600,52,103
2026-07-27,82,BRAVT165,ON      NM,BRBRAVACNOR3,16.38,0.11,0.1,0.38,0.16,2026-08-21,4574.0,32600,16,103
2026-07-27,82,BRAVT170,ON      NM,BRBRAVACNOR3,16.88,0.15,0.05,0.33,0.19,2026-08-21,11660.0,70000,63,100
2026-07-27,82,BRAVT175,ON      NM,BRBRAVACNOR3,17.38,0.13,0.16,1.0,0.29,2026-08-21,29069.0,154300,45,103
2026-07-27,82,BRAVT180,ON      NM,BRBRAVACNOR3,17.88,0.3,0.26,0.4,0.46,2026-08-21,401449.0,1262400,2353,100
